source,i,filename
mdm,222,Praesepe/MODspec/Feb2011_n4/JS447.fits
mdm,225,Praesepe/MODspec/Feb2011_n3/SW083747.39.fits
mdm,226,Praesepe/MODspec/Feb2011_n4/HSHJ272.fits
mdm,227,Praesepe/MODspec/Dec2010_n5/KW559.fits
mdm,239,Praesepe/MODspec/Feb2011_n3/SW084647.32.fits
mdm,241,Praesepe/MODspec/Dec2010_n2/JS526.fits
mdm,244,Praesepe/MODspec/Dec2010_n4/JS_457.fits
mdm,248,Praesepe/MODspec/Feb2011_n4/JS418.fits
mdm,250,Praesepe/MODspec/Dec2010_n3/KW236.fits
mdm,255,Praesepe/MODspec/Dec2010_n4/JS_174.fits
mdm,259,Praesepe/MODspec/Dec2010_n4/JS_110.fits
mdm,276,Praesepe/MODspec/Feb2011_n3/SW084033.46.fits
mdm,282,Praesepe/MODspec/Dec2010_n2/KW172.fits
mdm,283,Praesepe/MODspec/Feb2011_n1_v2/JS470.fits
mdm,286,Praesepe/MODspec/Dec2010_n1/JS159.fits
mdm,289,Praesepe/MODspec/Feb2011_n2/JS109.fits
mdm,295,Praesepe/MODspec/Dec2010_n4/JS_430.fits
mdm,296,Praesepe/MODspec/Dec2010_n2/KW417.fits
mdm,307,Praesepe/MODspec/Dec2010_n2/PTF083736.2.fits
mdm,312,Praesepe/MODspec/Feb2011_n3/SW084248.47.fits
mdm,314,Praesepe/MODspec/Feb2011_n1_v2/A1501.fits
mdm,319,Praesepe/MODspec/Feb2011_n4/KW267.fits
mdm,321,Praesepe/MODspec/Dec2010_n2/JS160.fits
mdm,322,Praesepe/MODspec/Feb2011_n3/SW083733.07.fits
mdm,325,Praesepe/MODspec/Feb2011_n3/SW084317.83.fits
mdm,326,Praesepe/MODspec/Feb2011_n3/SW083902.28.fits
mdm,327,Praesepe/MODspec/Feb2011_n3/SW084036.23.fits
mdm,329,Praesepe/MODspec/Feb2011_n4/JS490.fits
mdm,330,Praesepe/MODspec/Dec2010_n2/KW183.fits
mdm,349,Praesepe/MODspec/Dec2010_n4/JS_250.fits
mdm,358,Praesepe/MODspec/Dec2010_n2/KW256.fits
mdm,360,Praesepe/MODspec/Dec2010_n3/JS533.fits
mdm,364,Praesepe/MODspec/Feb2011_n4/JS552.fits
mdm,375,Praesepe/MODspec/Dec2010_n5/JS595.fits
mdm,376,Praesepe/MODspec/Dec2010_n1/JS46.fits
mdm,383,Praesepe/MODspec/Feb_2012_specs/new_Feb_18_finals/JS520.fits
mdm,389,Praesepe/MODspec/Feb2011_n2/JS145.fits
mdm,398,Praesepe/MODspec/Feb_2012_specs/new_Feb_18_finals/JS493.fits
mdm,407,Praesepe/MODspec/Dec2010_n2/JS572.fits
mdm,410,Praesepe/MODspec/Dec2010_n4/JS_95.fits
mdm,417,Praesepe/MODspec/Dec2010_n4/JS_506.fits
mdm,422,Praesepe/MODspec/Dec2010_n2/KW263.fits
mdm,426,Praesepe/MODspec/Feb2011_n3/SW084055.31.fits
mdm,430,Praesepe/MODspec/Dec2010_n1/JS_415.fits
mdm,433,no string
mdm,454,Praesepe/MODspec/Dec2010_n1/JS_432.fits
mdm,466,Praesepe/MODspec/Feb_2012_specs/new_Feb_18_finals/JS127.fits
mdm,467,Praesepe/MODspec/Feb2011_n3/SW083735.77.fits
mdm,480,Praesepe/MODspec/Feb2011_n4/JS117.fits
mdm,483,Praesepe/MODspec/Dec2010_n4/JS_364.fits
mdm,486,Praesepe/MODspec/Dec2010_n1/JS_525.fits
mdm,490,Praesepe/MODspec/Feb2011_n2/JS92.fits
mdm,504,Praesepe/MODspec/Dec2010_n2/JS104.fits
mdm,518,Praesepe/MODspec/Dec2010_n1/JS181.11.fits
mdm,525,Praesepe/MODspec/Dec2010_n4/JS_187.fits
mdm,526,Praesepe/MODspec/Feb2011_n3/SW084332.39.fits
mdm,527,Praesepe/MODspec/Dec2010_n5/AD2250.fits
mdm,533,Praesepe/MODspec/Dec2010_n2/JS276.fits
mdm,534,Praesepe/MODspec/Feb2011_n4/JS649.fits
mdm,535,Praesepe/MODspec/Feb_2012_specs/new_Feb_18_finals/KW560.fits
mdm,538,Praesepe/MODspec/Dec2010_n3/JS355.fits
mdm,542,Praesepe/MODspec/Dec2010_n2/JS667.68.fits
mdm,553,Praesepe/MODspec/Dec2010_n2/KW401.fits
mdm,554,Praesepe/MODspec/Dec2010_n5/JS112.fits
mdm,564,Praesepe/MODspec/Feb2011_n1_v2/JS129.fits
mdm,576,Praesepe/MODspec/Dec2010_n3/JS48.fits
mdm,577,Praesepe/MODspec/Dec2010_n5/JS561.fits
mdm,579,Praesepe/MODspec/Feb2011_n2/JS169.fits
mdm,583,Praesepe/MODspec/Feb_2012_specs/new_Feb_18_finals/KW390.fits
mdm,593,Praesepe/MODspec/Feb2011_n2/083802+211219.fits
mdm,597,Praesepe/MODspec/Feb2011_n2/JS227.fits
mdm,614,Praesepe/MODspec/Dec2010_n5/JS462.fits
mdm,619,Praesepe/MODspec/Feb2011_n1_v2/084849+201327.fits
mdm,627,Praesepe/MODspec/Feb2011_n3/JS35.fits
mdm,629,Praesepe/MODspec/Dec2010_n3/JS118.fits
mdm,631,Praesepe/MODspec/Feb2011_n2/JS594.fits
mdm,637,Praesepe/MODspec/Feb2011_n1_v2/JS596.fits
mdm,663,Praesepe/MODspec/Dec2010_n1/AD1508.fits
mdm,666,Praesepe/MODspec/Dec2010_n2/JC85.fits
mdm,670,Praesepe/MODspec/Dec2010_n3/JS21.fits
mdm,676,Praesepe/MODspec/Feb_2012_specs/new_Feb_18_finals/KW48.fits
mdm,688,Praesepe/MODspec/Dec2010_n3/AD1427.fits
mdm,693,Praesepe/MODspec/Dec2010_n5/JS547.fits
mdm,694,Praesepe/MODspec/Dec2010_n2/JS45.fits
mdm,696,Praesepe/MODspec/Feb2011_n4/JS240.fits
mdm,705,Praesepe/MODspec/Feb2011_n1_v2/AD2496.fits
mdm,714,Praesepe/MODspec/Dec2010_n1/2MASSJ0849+1831.fits
mdm,720,Praesepe/MODspec/Feb2011_n1_v2/JS532.fits
mdm,721,Praesepe/MODspec/Feb2011_n2/AD1594.fits
mdm,725,Praesepe/MODspec/Feb2011_n2/JS65.fits
mdm,731,Praesepe/MODspec/Dec2010_n3/JS548.fits
mdm,738,Praesepe/MODspec/Dec2010_n5/JS31.fits
mdm,740,Praesepe/MODspec/Dec2010_n1/JS545.fits
mdm,741,Praesepe/MODspec/Feb2011_n3/SW083628.30.fits
mdm,742,Praesepe/MODspec/Feb2011_n1_v2/JS8.fits
mdm,745,Praesepe/MODspec/Feb2011_n2/JS156.fits
mdm,746,Praesepe/MODspec/Feb2011_n2/AD2354.fits
mdm,751,Praesepe/MODspec/Feb2011_n3/083815+212308.fits
mdm,753,Praesepe/MODspec/Dec2010_n5/JS154.fits
mdm,754,Praesepe/MODspec/Feb2011_n2/JC123.fits
mdm,757,Praesepe/MODspec/Feb2011_n2/HSHJ385.fits
mdm,758,Praesepe/MODspec/Dec2010_n1/JS_644.fits
mdm,765,Praesepe/MODspec/Feb2011_n2/AD1423.fits
mdm,777,Praesepe/MODspec/Dec2010_n1/2MASSJ0850+1936.31.fits
mdm,782,Praesepe/MODspec/Feb2011_n2/JS231.fits
mdm,785,Praesepe/MODspec/Dec2010_n5/JS23.fits
mdm,789,Praesepe/MODspec/Dec2010_n2/JS566.fits
mdm,791,Praesepe/MODspec/Feb2011_n1_v2/JS632.fits
mdm,798,Praesepe/MODspec/Feb2011_n3/SW083627.81.fits
mdm,800,Praesepe/MODspec/Feb2011_n3/AD1296.fits
mdm,821,Praesepe/MODspec/Feb2011_n3/SW084059.70.fits
mdm,829,Praesepe/MODspec/Dec2010_n2/AD3128.fits
mdm,831,Praesepe/MODspec/Feb2011_n1_v2/AD2371.fits
mdm,850,Praesepe/MODspec/Dec2010_n1/JS_489.fits
mdm,874,Praesepe/MODspec/Dec2010_n1/HSHJ15.fits
mdm,876,Praesepe/MODspec/Dec2010_n2/JS70.fits
mdm,898,Praesepe/MODspec/Dec2010_n4/JS_497.fits
mdm,899,Praesepe/MODspec/Dec2010_n4/JS_505.fits
mdm,904,Praesepe/MODspec/Dec2010_n2/JC10.60.fits
mdm,905,Praesepe/MODspec/Feb2011_n1_v2/AD1026.fits
mdm,908,Praesepe/MODspec/Feb2011_n4/AD1240.fits
mdm,913,Praesepe/MODspec/Dec2010_n3/AD3962.fits
mdm,927,Praesepe/MODspec/Feb2011_n2/JS586.fits
mdm,931,Praesepe/MODspec/Feb2011_n3/AD2595.fits
mdm,933,Praesepe/MODspec/Dec2010_n5/AD1459.fits
mdm,941,Praesepe/MODspec/Dec2010_n2/AD1512.fits
mdm,952,Praesepe/MODspec/Feb2011_n4/JS582.fits
mdm,953,Praesepe/MODspec/Dec2010_n5/HSHJ506.fits
mdm,979,Praesepe/MODspec/Feb2011_n1_v2/084628+222107.fits
mdm,981,Praesepe/MODspec/Feb2011_n1_v2/084704+221625.fits
mdm,992,Praesepe/MODspec/Dec2010_n3/JS131.fits
mdm,1002,Praesepe/MODspec/Dec2010_n2/AD1025.fits
mdm,1008,Praesepe/MODspec/Dec2010_n2/AD2380.fits
mdm,1014,Praesepe/MODspec/Dec2010_n2/KW496.fits
mdm,1015,Praesepe/MODspec/Dec2010_n2/PTF084914.7.fits
mdm,1018,Praesepe/MODspec/Dec2010_n5/AD4129.fits
mdm,1023,Praesepe/MODspec/Feb2011_n1_v2/AD3954.fits
mdm,1047,Praesepe/MODspec/Dec2010_n2/AD4269.fits
mdm,1053,Praesepe/MODspec/Feb2011_n1_v2/JS236.fits
mdm,1067,Praesepe/MODspec/Dec2010_n3/AD4242.fits
mdm,1099,Praesepe/MODspec/Dec2010_n5/AD2932.fits
mdm,1117,Praesepe/MODspec/Dec2010_n5/AD0868.fits
mdm,1125,Praesepe/MODspec/Dec2010_n1/JS_634.fits
mdm,1127,Praesepe/MODspec/Dec2010_n5/AD0982.fits
mdm,1137,Praesepe/MODspec/Dec2010_n5/II490.fits
mdm,1139,Praesepe/MODspec/Dec2010_n2/AD0795.fits
mdm,1154,Praesepe/MODspec/Feb2011_n1_v2/AD1690.fits
mdm,1157,Praesepe/MODspec/Dec2010_n2/AD1128.fits
mdm,1158,Praesepe/MODspec/Feb2011_n1_v2/AD0432.fits
mdm,1160,Praesepe/MODspec/Feb2011_n1_v2/JS660.fits
mdm,1162,Praesepe/MODspec/Feb2011_n3/SW084714.12.fits
kafka,0,Praesepe/KafkaHoneycutt/prae232.text
kafka,1,Praesepe/KafkaHoneycutt/prae327.text
kafka,39,Praesepe/KafkaHoneycutt/prae315.text
kafka,106,Praesepe/KafkaHoneycutt/prae252.text
kafka,109,Praesepe/KafkaHoneycutt/prae329.text
kafka,111,Praesepe/KafkaHoneycutt/prae281.text
kafka,115,Praesepe/KafkaHoneycutt/prae303.text
kafka,117,Praesepe/KafkaHoneycutt/prae293.text
kafka,121,Praesepe/KafkaHoneycutt/prae368.text
kafka,127,Praesepe/KafkaHoneycutt/prae253.text
kafka,128,Praesepe/KafkaHoneycutt/prae285.text
kafka,134,Praesepe/KafkaHoneycutt/prae184.text
kafka,135,Praesepe/KafkaHoneycutt/prae207.text
kafka,138,Praesepe/KafkaHoneycutt/prae363.text
kafka,140,Praesepe/KafkaHoneycutt/prae289.text
kafka,142,Praesepe/KafkaHoneycutt/prae278.text
kafka,149,Praesepe/KafkaHoneycutt/prae397.text
kafka,153,Praesepe/KafkaHoneycutt/prae275.text
kafka,156,Praesepe/KafkaHoneycutt/prae194.text
kafka,157,Praesepe/KafkaHoneycutt/prae360.text
kafka,163,Praesepe/KafkaHoneycutt/prae204.text
kafka,166,Praesepe/KafkaHoneycutt/prae294.text
kafka,168,Praesepe/KafkaHoneycutt/prae128.text
kafka,169,Praesepe/KafkaHoneycutt/prae302.text
kafka,173,Praesepe/KafkaHoneycutt/prae257.text
kafka,174,Praesepe/KafkaHoneycutt/prae246.text
kafka,176,Praesepe/KafkaHoneycutt/prae401.text
kafka,184,Praesepe/KafkaHoneycutt/prae247.text
kafka,185,Praesepe/KafkaHoneycutt/prae424.text
kafka,188,Praesepe/KafkaHoneycutt/prae187.text
kafka,192,Praesepe/KafkaHoneycutt/prae291.text
kafka,193,Praesepe/KafkaHoneycutt/prae122.text
kafka,195,Praesepe/KafkaHoneycutt/prae245.text
kafka,196,Praesepe/KafkaHoneycutt/prae224.text
kafka,199,Praesepe/KafkaHoneycutt/prae255.text
kafka,200,Praesepe/KafkaHoneycutt/prae249.text
kafka,202,Praesepe/KafkaHoneycutt/prae126.text
kafka,204,Praesepe/KafkaHoneycutt/prae115.text
kafka,205,Praesepe/KafkaHoneycutt/prae393.text
kafka,209,Praesepe/KafkaHoneycutt/prae148.text
kafka,210,Praesepe/KafkaHoneycutt/prae320.text
kafka,218,Praesepe/KafkaHoneycutt/prae133.text
kafka,221,Praesepe/KafkaHoneycutt/prae212.text
kafka,223,Praesepe/KafkaHoneycutt/prae158.text
kafka,224,Praesepe/KafkaHoneycutt/prae111.text
kafka,226,Praesepe/KafkaHoneycutt/prae272.text
kafka,231,Praesepe/KafkaHoneycutt/prae244.text
kafka,232,Praesepe/KafkaHoneycutt/prae441.text
kafka,234,Praesepe/KafkaHoneycutt/prae288.text
kafka,235,Praesepe/KafkaHoneycutt/prae440.text
kafka,237,Praesepe/KafkaHoneycutt/prae295.text
kafka,240,Praesepe/KafkaHoneycutt/prae273.text
kafka,244,Praesepe/KafkaHoneycutt/prae395.text
kafka,248,Praesepe/KafkaHoneycutt/prae357.text
kafka,255,Praesepe/KafkaHoneycutt/prae155.text
kafka,259,Praesepe/KafkaHoneycutt/prae103.text
kafka,260,Praesepe/KafkaHoneycutt/prae260.text
kafka,262,Praesepe/KafkaHoneycutt/prae359.text
kafka,264,Praesepe/KafkaHoneycutt/prae191.text
kafka,268,Praesepe/KafkaHoneycutt/prae414.text
kafka,278,Praesepe/KafkaHoneycutt/prae219.text
kafka,280,Praesepe/KafkaHoneycutt/prae152.text
kafka,281,Praesepe/KafkaHoneycutt/prae237.text
kafka,285,Praesepe/KafkaHoneycutt/prae465.text
kafka,287,Praesepe/KafkaHoneycutt/prae140.text
kafka,288,Praesepe/KafkaHoneycutt/prae228.text
kafka,293,Praesepe/KafkaHoneycutt/prae376.text
kafka,295,Praesepe/KafkaHoneycutt/prae366.text
kafka,298,Praesepe/KafkaHoneycutt/prae169.text
kafka,300,Praesepe/KafkaHoneycutt/prae292.text
kafka,302,Praesepe/KafkaHoneycutt/prae301.text
kafka,308,Praesepe/KafkaHoneycutt/prae161.text
kafka,316,Praesepe/KafkaHoneycutt/prae330.text
kafka,324,Praesepe/KafkaHoneycutt/prae400.text
kafka,329,Praesepe/KafkaHoneycutt/prae425.text
kafka,334,Praesepe/KafkaHoneycutt/prae81.text
kafka,336,Praesepe/KafkaHoneycutt/prae134.text
kafka,338,Praesepe/KafkaHoneycutt/prae438.text
kafka,341,Praesepe/KafkaHoneycutt/prae286.text
kafka,350,Praesepe/KafkaHoneycutt/prae328.text
kafka,355,Praesepe/KafkaHoneycutt/prae166.text
kafka,363,Praesepe/KafkaHoneycutt/prae442.text
kafka,365,Praesepe/KafkaHoneycutt/prae77.text
kafka,366,Praesepe/KafkaHoneycutt/prae383.text
kafka,374,Praesepe/KafkaHoneycutt/prae182.text
kafka,380,Praesepe/KafkaHoneycutt/prae415.text
kafka,381,Praesepe/KafkaHoneycutt/prae307.text
kafka,385,Praesepe/KafkaHoneycutt/prae394.text
kafka,391,Praesepe/KafkaHoneycutt/prae163.text
kafka,395,Praesepe/KafkaHoneycutt/prae410.text
kafka,401,Praesepe/KafkaHoneycutt/prae164.text
kafka,410,Praesepe/KafkaHoneycutt/prae82.text
kafka,411,Praesepe/KafkaHoneycutt/prae86.text
kafka,412,Praesepe/KafkaHoneycutt/prae258.text
kafka,417,Praesepe/KafkaHoneycutt/prae435.text
